SurveyName;PlotPK;Catchment;Year;Month;Day;Altitude;Aspect;Slope;Litter%;ExposedSoil%;ExposedRock%;BareGround%;MeanTopHeight;MapSeries;MapSheet;PartialEastings;PartialNorthings;RecordedBy;GeneralRemarks
Banks Peninsula Botanical Survey;94365;AHURIRI;1984;11;22;10;;;;;;0;;NZMS 1;S 84;950;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94366;AHURIRI;1984;11;22;72;320;24;;2;;;1.5;NZMS 1;S 84;960;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94367;AHURIRI;1984;11;22;240;310;15;;;;1;13;NZMS 1;S 84;970;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94368;AHURIRI;1984;11;22;232;100;8;;;;0;7.5;NZMS 1;S 84;970;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94369;AHURIRI;1984;11;22;175;195;17;85;10;;;100;NZMS 1;S 84;960;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94370;AHURIRI;1984;11;22;125;125;10;;;;1;4.5;NZMS 1;S 84;950;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94371;TRIG 0, NEAR COOPERS KNOB;1984;11;23;520;105;51;;;8;;5;NZMS 1;S 84;990;390;Hugh D. Wilson;Total rock: 20%
Banks Peninsula Botanical Survey;94372;ABOVE OTAHUNA;1984;11;23;315;300;5;;;;2;7.5;NZMS 1;S 84;980;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94373;AHURIRI;1984;11;23;275;350;39;45;40;;;100;NZMS 1;S 84;980;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94374;AHURIRI;1984;11;23;290;240;12;;;;1;7;NZMS 1;S 84;980;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94375;BELOW TRIG N, NEAR GEBBIES PASS;1984;11;23;370;145;34;;;;1;8.5;NZMS 1;S 84;990;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94376;LITTLE PORT COOPER;1984;11;25;5;310;;;;49;1;4.5;NZMS 1;S 84;150;460;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94377;ABOVE TAI TAPU;1984;11;26;193;210;18;;;;0;1;NZMS 1;S 84;950;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94378;BETWEEN TAI TAPU AND COOPERS KNOB;1984;11;26;282;315;9;;;;1;;NZMS 1;S 84;960;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94379;BETWEEN OTAHUNA AND AHURIRI;1984;11;26;330;280;16;;;;1;;NZMS 1;S 84;970;390;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94380;AHURIRI;1984;11;26;143;185;21;;;;1;14;NZMS 1;S 84;950;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94381;AHURIRI, NEAR TRIG LH;1984;11;26;180;165;3;;;;0;4.5;NZMS 1;S 84;940;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94382;NEAR TAI TAPU;1984;11;26;18;300;15;;;;0;;NZMS 1;S 84;940;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94383;AHURIRI- LITTLE RIVER PAPER ROAD;1984;11;27;15;245;3;;;;0;;NZMS 1;S 84;960;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94384;NEAR MOTUKARARA;1984;11;27;30;35;10;;;;0;;NZMS 1;S 84;950;340;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94385;NEAR AHURIRI;1984;11;27;8;;;;;;10;;NZMS 1;S 84;940;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94386;NEAR AHURIRI;1984;11;27;25;165;3;;;;0;;NZMS 1;S 84;950;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94387;AHURIRI;1984;11;27;80;210;8;;;;1;;NZMS 1;S 84;960;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94388;AHURIRI;1984;11;27;162;240;40;5;5;4;;40;NZMS 1;S 84;960;360;Hugh D. Wilson;Total rock: 8%
Banks Peninsula Botanical Survey;94389;AHURIRI;1984;11;27;222;105;19;;;;0;5;NZMS 1;S 84;970;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94390;AHURIRI;1984;11;27;80;155;;;;;20;20;NZMS 1;S 84;970;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94391;AHURIRI;1984;11;30;62;340;19;;;;10;2.5;NZMS 1;S 84;940;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94392;AHURIRI NEAR MAIN ROAD;1984;11;30;10;;;;;;0;;NZMS 1;S 84;940;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94393;WAINUI;1984;12;1;120;130;16;;;;0;15;NZMS 1;S 94;220;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94394;WAINUI;1984;12;1;312;120;25;;;;20;40;NZMS 1;S 94;210;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94395;NEAR SADDLE HILL;1984;12;1;630;235;22;;;1;;7;NZMS 1;S 94;200;220;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94396;WAINUI;1984;12;1;686;95;20;;;1;;4;NZMS 1;S 94;200;230;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94397;WAINUI;1984;12;2;240;80;38;60;30;6;;120;NZMS 1;S 94;220;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94398;WAINUI, UNDER CAREWS PEAK;1984;12;2;503;110;25;;1;1;;;NZMS 1;S 94;210;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94399;CAREWS PEAK;1984;12;2;775;158;15;;;1;0;4;NZMS 1;S 94;200;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94400;WAINUI;1984;12;2;420;330;26;;3;1;;3;NZMS 1;S 94;210;190;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94401;WAINUI;1984;12;2;264;120;28;;;;1;5;NZMS 1;S 94;220;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94402;JUBILEE ROAD;1984;12;2;43;320;11;80;10;;;100;NZMS 1;S 94;230;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94403;WAINUI;1983;12;3;450;60;25;;4;1;;40;NZMS 1;S 94;210;230;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94404;TIKAO BAY - WAINUI;1984;12;3;215;355;;;;1;;;NZMS 1;S 94;240;230;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94405;WAINUI;1984;12;3;208;180;27;;;1;;70;NZMS 1;S 94;230;230;Hugh D. Wilson;Total rock: 12%
Banks Peninsula Botanical Survey;94406;WAINUI;1984;12;3;110;165;33;40;30;;;60;NZMS 1;S 94;240;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94408;ISLAND NOOK, NEAR FLEA BAY;1984;12;4;6;;;;;;100;;NZMS 1;S 94;340;140;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94409;MONCKS SPUR;1984;12;15;145;80;22;;;;0;6.5;NZMS 1;S 84;090;510;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94410;CASHMERE ESTATE;1984;12;18;10;;;;;;0;;NZMS 1;S 84;990;500;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94411;CASHMERE ESTATE;1984;12;18;140;305;4;;;;1;;NZMS 1;S 84;990;490;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94412;CASHMERE ESTATE;1984;12;18;26;325;14;;;;0;;NZMS 1;S 84;000;490;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94413;MCVICAN PINE VALLEY, DYERS PASS;1983;12;18;72;65;22;;;;0;20;NZMS 1;S 84;000;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94414;MAVLEYS HILL, PORT HILLS;1983;12;18;360;250;14;;;2;;4.5;NZMS 1;S 84;000;470;Hugh D. Wilson;Total rock: 5%
Banks Peninsula Botanical Survey;94415;CASHMERE ESTATE;1983;12;18;190;10;27;5;;2;;55;NZMS 1;S 84;990;480;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94416;WORSLEY SPUR, NEAR TRIG '532';1984;12;18;150;90;4;;;;0;4.5;NZMS 1;S 84;980;490;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94417;WORSLEY SPUR;1984;12;18;70;260;19;;;;0;10;NZMS 1;S 84;980;500;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94418;PORT LEVY, WEST SIDE;1984;12;29;6;20;55;;;73;;;NZMS 1;S 84;170;440;Hugh D. Wilson;Total rock: 75%
Banks Peninsula Botanical Survey;94419;PORT LEVY, W SIDE;1984;12;29;76;135;25;;;;1;5;NZMS 1;S 84;170;450;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94421;NEAR ADDERLEY HEAD;1984;12;29;146;115;20;;;;1;4.5;NZMS 1;S 84;170;460;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94422;LITTLE PORT COOPER;1984;12;29;92;330;33;;2;1;;;NZMS 1;S 84;160;450;Hugh D. Wilson;Total rock: 15%
Banks Peninsula Botanical Survey;94423;LITTLE PORT COOPER, NEAR TRIG D;1984;12;29;390;60;9;;;1;;7.5;NZMS 1;S 84;150;450;Hugh D. Wilson;Total rock: 4%
Banks Peninsula Botanical Survey;94424;LITTLE PORT COOPER;1984;12;29;328;310;45;;;;;6.5;NZMS 1;S 84;150;440;Hugh D. Wilson;Total rock: 35%
Banks Peninsula Botanical Survey;94425;PORT LEVY - LITTLE RIVER RD;1984;12;30;112;70;27;;65;;1;55;NZMS 1;S 84;140;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94426;PORT LEVY;1984;12;30;379;30;40;;2;4;;12;NZMS 1;S 84;150;360;Hugh D. Wilson;Total rock: 14%
Banks Peninsula Botanical Survey;94427;PORT LEVY;1984;12;30;325;100;4;;;;1;5.5;NZMS 1;S 84;150;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94428;PORT LEVY;1984;12;30;290;280;31;;1;1;;6;NZMS 1;S 84;150;380;Hugh D. Wilson;Total rock: 4%
Banks Peninsula Botanical Survey;94429;PORT LEVY;1984;12;30;22;;;;;8;;;NZMS 1;S 84;150;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94430;PORT LEVY;1984;12;31;63;335;3;;;;1;12;NZMS 1;S 84;160;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94431;PORT LEVY;1984;12;31;162;330;19;;;;0;6.5;NZMS 1;S 84;160;037;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94432;PORT LEVY, EASTERN VALLEY;1984;12;31;252;280;21;;;1;;5;NZMS 1;S 84;160;360;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94433;PORT LEVY, EASTERN VALLEY;1984;12;31;400;335;28;;;1;1;;NZMS 1;S 84;160;350;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94434;PORT LEVY, TRIG A, EASTERN VALLEY;1984;12;31;620;105;29;;;1;;15;NZMS 1;S 84;170;360;Hugh D. Wilson;Total rock:10%. Bare log: 4%. Total log: 5%.
Banks Peninsula Botanical Survey;94435;PORT LEVY, EASTERN VALLEY;1984;12;31;503;265;39;;;1;;10;NZMS 1;S 84;170;370;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94436;PORT LEVY, EASTERN VALLEY;1984;12;31;335;195;29;;;;0;10;NZMS 1;S 84;170;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94437;PORT LEVY;1985;1;1;350;40;19;;1;1;;6;NZMS 1;S 84;160;440;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94438;MT EVANS;1985;1;1;610;315;33;;1;1;;5.5;NZMS 1;S 84;140;430;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94439;PORT LEVY, KAIHOPE;1985;1;1;381;50;22;6;;;;95;NZMS 1;S 84;150;430;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94440;PORT LEVY, KAIHOPE;1985;1;1;214;56;21;;5;1;;2;NZMS 1;S 84;160;430;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94441;PORT LEVY;1985;1;2;0;200;12;;;;99;;NZMS 1;S 84;180;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94442;PORT LEVY (PUTIKI);1985;1;2;40;330;11;;;;1;4.5;NZMS 1;S 84;180;430;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94443;BOSSU RD, HEAD OF PERAKI;1985;1;6;650;;;;;;0;10;NZMS 1;S 94;180;220;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94444;BURRELLS RD, HEAD OF PERAKI;1985;1;6;530;140;;;;1;;4.5;NZMS 1;S 94;180;210;Hugh D. Wilson;Total rock: 3%
Banks Peninsula Botanical Survey;94445;PERAKI, DEVILS GAP;1985;1;7;210;45;18;;;1;;5;NZMS 1;S 94;180;200;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94446;DEVILS GAP SCENIC RESERVE;1985;1;7;397;205;31;20;;;;60;NZMS 1;S 94;170;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94447;HEAD OF PERAKI  VALLEY;1985;1;7;530;140;21;;;;8;40;NZMS 1;S 94;170;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94448;NEAR DEVILS GAP;1985;1;7;655;240;14;;;;1;5;NZMS 1;S 94;160;200;Hugh D. Wilson;Total rock: 3-4%
Banks Peninsula Botanical Survey;94449;PERAKI - ROBINHOOD BAY;1985;1;7;520;220;13;;;;0;7.5;NZMS 1;S 94;160;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94450;PERAKI;1985;1;8;220;270;32;;;2;;4.5;NZMS 1;S 94;170;160;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94451;PERAKI;1985;1;8;245;155;17;;;;0;10;NZMS 1;S 94;170;150;Hugh D. Wilson;Total rock: 3%
Banks Peninsula Botanical Survey;94452;HORSESHOE BAY;1985;1;8;284;95;23;;;;0;22.5;NZMS 1;S 94;180;150;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94453;HORSESHOE BAY;1985;1;8;146;155;10;;;;0;;NZMS 1;S 94;170;140;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94454;PERAKI;1985;1;8;92;295;6;;;;1;7;NZMS 1;S 94;160;140;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94455;PERAKI;1985;1;8;80;265;20;;;;1;;NZMS 1;S 94;170;170;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94456;PERAKI;1985;1;9;185;185;8;;;;65;50;NZMS 1;S 94;180;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94457;PERAKI;1985;1;9;418;290;28;;;;45;45;NZMS 1;S 94;190;190;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94458;PERAKI-HORSESHOE BAY;1985;1;9;650;85;22;;;;4;4.5;NZMS 1;S 94;190;180;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94459;PERAKI;1985;1;9;490;280;21;;;;1;14;NZMS 1;S 94;180;170;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94460;PERAKI, NEAR TRIG BB;1985;1;9;427;95;10;;;;0;10;NZMS 1;S 94;180;160;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94461;PERAKI;1985;1;9;366;275;32;;;5;;15;NZMS 1;S 94;180;180;Hugh D. Wilson;Total rock: 30%
Banks Peninsula Botanical Survey;94462;PERAKI STREAM;1985;1;9;50;90;16;20;;;;70;NZMS 1;S 94;170;180;Hugh D. Wilson;Total floor rock: 12%
Banks Peninsula Botanical Survey;94463;PERAKI, HEAD OF VALLEY;1985;1;10;290;330;14;;;;0;4;NZMS 1;S 94;190;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94464;PERAKI;1985;1;10;523;295;30;;;;0;30;NZMS 1;S 94;200;200;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94465;TOP OF JUBILEE ROAD;1983;1;10;560;331;6;;;;1;6;NZMS 1;S 94;200;210;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94466;PERAKI-SADDLE HILL;1985;1;10;625;122;28;;;;1;4.5;NZMS 1;S 94;190;220;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94467;PERAKI, VALLEY HEAD;1985;1;10;370;167;8;;;;0;13;NZMS 1;S 94;190;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94468;BARRYS BAY;1985;1;16;5;125;;;;;0;14;NZMS 1;S 94;240;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94469;DUVAUCHELLE;1985;1;16;6;255;;;;;90;;NZMS 1;S 94;270;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94470;DUVAUCHELLE;1985;1;16;2;;;;;;0;;NZMS 1;S 94;260;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94471;BARRYS BAY;1985;1;16;0;;;;;;85;;NZMS 1;S 94;250;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94472;BARRYS BAY VALLEY;1985;1;17;110;360;20;;;;0;;NZMS 1;S 94;230;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94473;BARRYS BAY VALLEY;1985;1;17;245;20;20;80;10;;;100;NZMS 1;S 94;220;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94474;UNDER FRENCH HILL, BARRYS BAY;1985;1;17;415;350;28;;;;1;;NZMS 1;S 94;210;280;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94475;BELOW HILLTOP, BARRYS BAY;1985;1;17;360;75;25;;;;0;12;NZMS 1;S 94;210;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94476;BARRYS BAY;1985;1;17;177;75;19;;;;1;;NZMS 1;S 94;220;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94477;BARRYS BAY;1985;1;18;230;220;24;;;;1;;NZMS 1;S 94;240;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94478;BARRYS BAY VALLEY HEAD;1985;1;18;313;130;24;;2;1;;;NZMS 1;S 84;230;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94479;SUMMIT RD ABOVE BARRYS BAY;1985;1;18;416;80;13;;;;1;;NZMS 1;S 84;220;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94480;BARRYS BAY MID VALLEY;1985;1;18;91;80;17;;1;;;;NZMS 1;S 94;230;290;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94481;HEAD OF LAKE FORSYTH;1985;1;23;4;;;;;;0;13;NZMS 1;S 94;130;250;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94482;LE BONS BAY;1985;1;23;275;335;10;;;;0;10;NZMS 1;S 95;410;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94483;BETWEEN LE BONS BAY AND HICKORY BAY;1985;1;23;305;200;27;;1;1;;;NZMS 1;S 95;410;270;Hugh D. Wilson;Bare wood: 2%
Banks Peninsula Botanical Survey;94484;DALGLISH'S RD, LE BONS;1985;1;23;385;290;12;;;1;;;NZMS 1;S 95;400;270;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94485;LAVERICKS BAY;1985;1;24;175;95;20;;;;0;7;NZMS 1;S 85;410;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94486;DUCKSFOOT BAY;1985;1;24;228;315;31;;;;2;;NZMS 1;S 85;400;330;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94487;LAVERICKS BAY;1985;1;24;162;105;;60;2;;;40;NZMS 1;S 85;390;320;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94488;LAVERICKS BAY;1985;1;24;10;;;;;;0;12;NZMS 1;S 85;400;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94489;LAVERICKS BAY;1985;1;24;90;325;30;;1;3;;10;NZMS 1;S 85;410;320;Hugh D. Wilson;Total rock: 6%
Banks Peninsula Botanical Survey;94490;BETWEEN LAVERICKS AND LE BONS;1985;1;24;122;360;25;;;;5;;NZMS 1;S 85;420;320;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94491;LE BONS BAY;1985;1;24;194;;5;;;;80;;NZMS 1;S 85;400;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94492;LE BONS BAY;1985;1;24;65;185;19;;;;1;70;NZMS 1;S 85;400;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94493;LE BONS PEAK;1985;1;25;343;50;28;;;20;;10;NZMS 1;S 85;390;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94494;NEAR LE BONS PEAK;1985;1;25;400;65;6;;;;0;10;NZMS 1;S 85;380;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94495;LE BONS VALLEY;1985;1;26;140;200;25;;;;0;6;NZMS 1;S 95;370;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94496;LE BONS BAY, NEAR PANAMA;1985;1;26;340;200;23;;2;1;;22.5;NZMS 1;S 95;370;290;Hugh D. Wilson;Total rock: 2%. Charred lying logs: 5%.
Banks Peninsula Botanical Survey;94497;LAVERICKS  BAY VALLEY, NEAR PANAMA ROCK;1985;1;26;360;320;22;;;2;;;NZMS 1;S 85;370;300;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94498;LAVERICKS BAY VALLEY;1985;1;26;292;150;28;;;;;4;NZMS 1;S 85;370;310;Hugh D. Wilson;Lying wood: <1%. Total rock: <1%.
Banks Peninsula Botanical Survey;94499;LAVERICKS BAY;1985;1;26;130;130;22;;;;1;;NZMS 1;S 85;380;310;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94500;LAVERICKS BAY;1985;1;26;200;315;35;;3;5;;;NZMS 1;S 85;390;310;Hugh D. Wilson;Total Rock: 12%
Banks Peninsula Botanical Survey;94501;LE BONS , UPVALLEY;1985;1;27;195;115;12;;;;0;4;NZMS 1;S 95;360;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94502;LE BONS BAY, UPPER VALLEY (PANAMA);1985;1;27;343;15;7;;;;0;1;NZMS 1;S 94;350;280;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94503;LE BONS, UP VALLEY;1985;1;27;333;345;12;;;;0;10;NZMS 1;S 94;350;270;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94504;KENNEDYS BUSH RD;1985;2;4;115;316;22;;;;35;1.5;NZMS 1;S 84;960;470;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94505;KENNEDYS BUSH ROAD;1985;2;5;204;175;3;95;;;;140;NZMS 1;S 84;970;470;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94506;KENNEDYS BUSH RD;1985;2;5;250;355;15;;2;1;;4;NZMS 1;S 84;970;460;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94507;UPPER LANDSDOWNE VALLEY;1985;2;5;250;250;15;;20;;;3.5;NZMS 1;S 84;980;450;Hugh D. Wilson;Scrub debris: 80%
Banks Peninsula Botanical Survey;94508;KENNEDYS BUSH RD;1985;2;5;302;65;15;;;1;3;4.5;NZMS 1;S 84;980;460;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94509;MENZIES BAY;1985;2;13;82;300;18;;1;2;;;NZMS 1;S 84;290;410;Hugh D. Wilson;Total rock: 4%
Banks Peninsula Botanical Survey;94510;MENZIES BAY;1985;2;13;153;280;7;;;;1;;NZMS 1;S 84;300;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94511;SQUALLY BAY;1985;2;13;82;270;17;;;;1;;NZMS 1;S 84;310;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94512;DECANTER BAY;1985;2;13;110;85;27;;1;1;;4.5;NZMS 1;S 84;320;410;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94513;BETWEEN DECANTER AND MENZIES BAYS;1985;2;13;218;;3;;;;95;;NZMS 1;S 84;310;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94514;ABOVE SQUALLY BAY;1985;2;13;240;60;10;;;;0;;NZMS 1;S 84;300;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94515;MANUKA BAY, W OF MENZIES BAY;1985;2;14;55;85;25;;1;1;;5.5;NZMS 1;S 84;280;420;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94516;BETWEEN SCRUBBY AND WHITEHEAD BAYS;1985;2;14;178;80;22;;;;0;8.5;NZMS 1;S 84;270;420;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94517;SCRUBBY BAY VALLEY;1985;2;14;144;;30;;;1;1;8.5;NZMS 1;S 84;270;410;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94518;NEAR MENZIES BAY;1985;2;14;275;310;28;;;1;;8.5;NZMS 1;S 84;270;400;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94519;MENZIES BAY;1985;2;14;335;130;24;;;;0;3;NZMS 1;S 84;270;390;Hugh D. Wilson;Bare wood: c. 2%
Banks Peninsula Botanical Survey;94520;MENZIES BAY;1985;2;14;190;60;33;;12;1;;80;NZMS 1;S 84;280;400;Hugh D. Wilson;Total rock: 2%
Banks Peninsula Botanical Survey;94521;MENZIES BAY;1985;2;14;195;90;12;;;;0;;NZMS 1;S 84;280;410;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94522;MENZIES BAY;1985;2;15;350;10;25;;;5;;12;NZMS 1;S 84;290;400;Hugh D. Wilson;Total rock: 20%
Banks Peninsula Botanical Survey;94523;DECANTER BAY;1985;2;15;330;70;24;;1;1;;;NZMS 1;S 84;300;400;Hugh D. Wilson;Total rock: 1%
Banks Peninsula Botanical Survey;94524;DECANTER BAY;1985;2;15;42;120;35;;1;1;;14;NZMS 1;S 84;310;400;Hugh D. Wilson;Total rock: 10%
Banks Peninsula Botanical Survey;94525;DUNCAN STREAM, DECANTER BAY;1985;2;15;64;165;25;;13;;;70;NZMS 1;S 84;300;390;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94526;BETWEEN DECANTER BAY AND MENZIES BAYS;1985;2;15;360;110;28;;2;1;;;NZMS 1;S 84;290;390;Hugh D. Wilson;Total rock: 4%. Logs: 5%.
Banks Peninsula Botanical Survey;94527;MENZIES BAY;1985;2;15;138;280;28;;;;1;;NZMS 1;S 84;280;390;Hugh D. Wilson;Total rock: 4%
Banks Peninsula Botanical Survey;94528;HEAD OF MENZIES STREAM;1985;2;16;335;105;30;;1;1;;;NZMS 1;S 84;270;380;Hugh D. Wilson;Total Rock: 9%
Banks Peninsula Botanical Survey;94529;BETWEEN DECANTER BAY AND MENZIES BAY VALLEYS;1985;2;16;450;115;26;;;;0;55;NZMS 1;S 84;280;380;Hugh D. Wilson;Old lying wood: 4%
Banks Peninsula Botanical Survey;94530;ABOVE MENZIES BAY;1985;2;16;546;40;13;;;;0;6;NZMS 1;S 84;270;370;Hugh D. Wilson;Old bleached logs: 16%
Banks Peninsula Botanical Survey;94531;TOP OF STARVATION GULLY, PIGEON BAY;1985;2;16;520;115;48;40;;;;55;NZMS 1;S 84;260;370;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94532;LITTLE AKALOA;1985;2;17;20;285;34;5;;;;60;NZMS 1;S 84;320;380;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94533;JUBILEE RD, WAINUI;1985;3;10;270;85;30;50;2;;0;50;NZMS 1;S 94;210;210;Hugh D. Wilson;
Banks Peninsula Botanical Survey;94534;WAINUI, NEAR JUBILEE RD;1985;3;10;180;340;3;;;;0;;NZMS 1;S 94;220;210;Hugh D. Wilson;
