NONAME,PLOTID,POINTX,POINTY,PANN0080,PSUM0080,PWIN0080,AVTEMP0080,MINTEM0080,MAXTEM0080,GDD,SOLRADR,MOISTR,UR1991_DNS,BLDG_DIST,DIST_HWSLD,DIST_METAL,DIST_PRIV,DIST_SRIV,DEM_10,ASPECT,SLOPE,PH_MID
621,644,2513514,5720318,1493.63,296.35999,534.21002,11.0898,4.0395,20.5941,2083,0.8387,7736.05177,0,1335.25,1053.58,473.88,1249.22,198.32,342,330,28,5.6
622,645,2514428,5720334,1466.22998,290.54999,523.94,11.0106,4.0403,20.4646,2056,0.9193,6952.63269,0,1660.26,1876.77,102.16,1259.16,392.94,506,345,13,5.3
623,646,2515343,5720351,1403.94995,278.51999,501.29999,11.6641,4.5624,21.1771,2248,0.8888,6550.52606,0,2272.09,2375.12,257.86,1587.79,252.4,401,40,15,5.6
624,647,2516257,5720368,1340.31995,267.78,478.29001,12.4767,5.187,22.0789,2488,0.7664,6865.64191,0,1540.53,2115.03,766.19,2264.5,36.46,102,105,0,6.1
625,648,2517171,5720384,1285.16003,260.09,457.64999,12.6575,5.4058,22.224,2537,0.8516,5887.11152,0,643,1778.85,658.44,3066.53,4.49,11,0,0,5.3
626,649,2518085,5720401,1224.19995,250.67999,435.51001,12.8796,5.643,22.4231,2600,0.9363,5059.65924,0,225.25,1870.7,1022.57,3712.77,300.54,106,325,30,6.1
627,650,2518999,5720417,1208.35999,249.19,428.63,13.0004,5.7622,22.5379,2634,0.6536,7137.41161,0,1063.45,2342.63,1824.22,4160.02,1091.35,139,360,25,5.3
628,651,2478792,5718777,770.53003,188.50999,345.20001,12.5349,3.6487,23.4623,2600,0.8619,3791.91059,0,269.28,21.89,1024.86,769.28,599.13,1,0,0,6.7
629,652,2479707,5718794,850.65997,208.14999,375.01999,12.2091,3.4822,23.0194,2502,0.8519,4331.52494,0,787.49,910.81,214.97,1212.48,649.36,20,285,28,5.6
630,653,2480621,5718810,946.51001,231.25,408.67999,11.9676,3.3684,22.6794,2430,0.5438,7700.48829,0,1671,1429.06,846.06,1795.46,286.42,194,179,10,5.2
631,654,2481535,5718827,1051.33997,256.04001,444.19,11.7625,3.2766,22.3848,2368,0.6945,6824.84086,0,2118.32,2016.44,1748.25,2349.53,42.83,113,109,23,5.6
632,655,2482449,5718843,1114.77002,271,464.75,11.3917,3.0587,21.9166,2256,0.7429,6966.86085,0,2689.91,2595.41,2657.73,1840.7,198.63,343,270,17,5.6
633,656,2483363,5718860,1202.90002,290.60001,494.69,10.9675,2.8244,21.3625,2129,0.5146,11225.96663,0,1983.05,1718.54,2010.64,1455.1,220.05,468,170,9,5.6
634,657,2484278,5718876,1273.62,305.17999,519.32001,11.7357,3.3498,22.2404,2360,0.891,6512.17437,0,1509.68,859.23,1150.74,588.14,180.59,166,45,36,5.3
635,658,2485192,5718893,1331.08997,315.89001,539.90997,12.2478,3.7093,22.8138,2513,0.8475,6916.72602,0,1442.49,0.25,529.02,200.38,284.95,31,0,2,5.6
636,659,2486106,5718909,1366.73999,320.62,554.20001,11.6813,3.3774,22.0967,2342,0.7552,8278.50992,0,1763.91,718.74,952.84,725.38,188.98,340,115,5,5.6
637,660,2487020,5718926,1370.69995,316.97,559.51001,10.832,2.8621,21.0433,2085,0.6359,10447.09591,0,2124.23,1185.1,1790.6,1235.69,117.23,334,145,32,5.3
638,661,2487934,5718942,1371.58997,314.78,561.78998,10.5419,2.6895,20.6791,1998,0.7014,9669.5073,0,1788.3,1493.67,2465.94,1551.28,124.17,528,210,26,5.3
639,662,2488848,5718959,1372.59998,310.13,565.96002,10.5494,2.7178,20.6572,1999,0.7007,9647.8846,0,1880.77,1820.14,2200.36,1698.98,222.52,662,78,24,6.1
640,663,2489763,5718975,1380.87,307.35001,571.84998,10.6559,2.8067,20.7568,2030,0.7277,9244.84328,0,2347.35,2129.86,2020.85,1850.28,4.04,477,150,23,6.1
641,664,2490677,5718991,1388.93994,304.75,577.28998,9.9806,2.3937,19.9221,1825,0.6007,11833.88205,0,2722.84,2401.03,2043.68,2102.56,22.46,599,165,28,6.1
642,665,2491591,5719008,1403.91003,304.95001,584.10999,10.6678,2.8708,20.6989,2032,0.9303,7288.90478,0,1818.16,2077.68,1160.69,1190.04,301.37,376,335,32,6.1
643,666,2492505,5719024,1408.64001,302.88,586.94,11.6497,3.5128,21.8556,2326,0.9747,6488.24362,0,931.85,1233.53,255.3,288.45,141.39,263,350,25,5.3
644,667,2493419,5719041,1409.80005,301.87,587.71002,11.9013,3.6802,22.1478,2401,0.4697,13231.43318,0,317.53,631.63,167.73,218.85,150.05,163,150,0,5.3
645,668,2494333,5719057,1409.17004,299.89001,587.77002,11.5279,3.4539,21.683,2286,0.7021,9065.85038,0,912.52,972.85,693.78,934.23,60.53,249,185,28,6.1
646,669,2495248,5719074,1404.14001,297.89999,585.66998,11.2007,3.2558,21.2756,2186,0.3415,18986.901,0,1335.63,1017.91,1467.46,1508.62,143.35,408,160,28,6.1
647,670,2496162,5719090,1394.71997,295.88,581.45001,11.8643,3.6899,22.0576,2384,0.5885,10429.74134,0,849.24,114.31,2055.59,1004.16,144.83,161,200,25,5.3
648,671,2497076,5719107,1381.44995,293.82001,575.34003,11.7415,3.6213,21.898,2344,0.7022,8719.34348,0,1057.05,470.64,1286.78,792.31,322.91,345,145,29,5.3
649,672,2497990,5719123,1373.66003,292.78,571.70001,11.6187,3.5478,21.7449,2306,0.4602,13331.76121,0,1727.98,311.57,869.36,721.8,266.37,265,180,20,5.3
650,673,2498904,5719140,1356.53003,290.72,563.54999,11.0541,3.1975,21.0564,2134,0.6913,9108.12249,0,2544.42,1045.2,1036.39,1384.85,77.26,343,280,27,5.3
651,674,2499818,5719156,1338.77002,288.79999,554.77002,10.3082,2.7329,20.1508,1906,0.8198,7996.04927,0,2301.61,931.32,909.08,952.34,252.23,590,220,22,5.6
652,675,2500733,5719173,1322.56995,287.23999,546.09998,10.6972,2.9949,20.6054,2021,0.7931,7903.04902,0,1649.77,820.43,47,1066.05,332.66,375,310,15,5.3
653,676,2501643,5719188,1309.27002,285.98001,538.09003,11.2713,3.3778,21.2816,2191,0.8447,7015.46707,0,1224.05,524.05,41.93,1738.55,211.52,299,305,0,5.3
654,677,2502561,5719206,1300.82996,284.98999,531.54999,11.2561,3.388,21.251,2183,0.9223,6361.02235,0,1383.47,443.08,809.33,1995.09,143.2,360,310,5,5.3
655,678,2503475,5719222,1300.21997,284.84,529.41998,11.3333,3.4487,21.3375,2204,0.4663,12476.77427,0,1351.22,59.71,1464.92,2469.64,410.78,359,100,22,5.3
656,679,2504389,5719239,1304.95996,284.56,527.25,11.9278,3.855,22.0385,2379,0.4502,12374.46694,0,707.43,500.16,671.28,3143.02,212.36,200,165,20,5.3
657,680,2505303,5719255,1327.56006,286.72,530.60999,12.0766,3.9827,22.2047,2420,0.8092,6901.19214,0,909,371.25,111.9,3430.27,132.61,187,255,30,5.3
658,681,2506218,5719272,1353.56995,287.97,535.14001,11.8066,3.8507,21.8656,2334,0.552,10444.55613,0,1204.7,1224.44,353.43,2958.33,214.05,304,110,35,5.3
659,682,2507132,5719288,1389.88,290.66,542.34003,11.2614,3.5524,21.1902,2166,0.6971,8769.83453,0,1234.04,841.05,283.79,2554.96,110.04,302,220,0,5.3
660,683,2508046,5719305,1444.89001,297.53,554.26001,10.8656,3.3598,20.6858,2042,0.8202,7934.78672,0,1804.9,71.47,1196.67,1767.19,395.48,526,30,0,5.6
661,684,2508960,5719321,1473.96997,301.32001,560.44,11.0076,3.4845,20.8379,2082,0.9708,6749.67842,0,2576.56,101.42,1223.68,1085.33,60.73,308,330,25,5.6
662,685,2509874,5719338,1530.32996,308.76001,571.84003,11.4252,3.8269,21.2951,2203,0.9725,6751.00828,0,3186.25,329.26,1171.05,586.85,51.25,238,345,10,5.3
663,686,2510788,5719354,1565.96997,311.88,576.91998,11.223,3.7832,21.0005,2137,0.9706,6975.6842,0,3179.82,730.47,973.88,742.01,87.39,300,345,6,5.6
664,687,2511703,5719371,1585.47998,312.51999,577.06,10.836,3.63,20.4764,2015,0.9715,7213.97897,0,2600.11,1054.33,525.62,1068.11,161.43,395,20,15,5.6
665,688,2512617,5719387,1579.29004,308.85001,569.71997,10.9909,3.8301,20.5955,2056,0.9203,7452.89232,0,2250.6,1211.8,454.47,1332.66,66.54,292,295,25,5.6
666,689,2513531,5719404,1549.89001,301.91,555.72998,11.1783,4.0569,20.7481,2107,0.5529,11950.38155,0,2244.28,1695.97,137.98,924.41,405.99,446,115,31,6.1
667,690,2514445,5719420,1526.58997,297.28,546.31,11.381,4.2418,20.9533,2166,0.6819,9388.49117,0,2455.93,2331,782.1,348.02,172.96,284,150,28,6.1
668,691,2515359,5719437,1471.06006,287.75,524.97998,11.8396,4.6483,21.4249,2298,0.5877,10151.80911,0,2229.97,2123.52,770.02,1027.04,66.9,115,130,22,6.1
669,692,2516273,5719453,1414.93994,280.39001,503.51999,12.1022,4.9321,21.659,2372,0.9099,6220.09616,0,1429.22,1436.79,469.7,1912.88,169.84,193,315,35,6.1
670,693,2517187,5719470,1354.82996,273.59,480.94,12.5875,5.3585,22.1592,2513,0.6343,8339.20547,0,875.3,884.51,16.4,2548.15,102.67,216,0,5,5.3
671,694,2478809,5717863,735.90997,180.12,332.37,12.5118,3.6198,23.453,2591,0.31,10154.13903,0,8.44,93.98,1497.35,1683.19,1011.39,14,0,0,6.7
672,695,2479723,5717880,817.47998,200.02,362.01999,12.4441,3.6155,23.3224,2571,0.7054,4986.4433,0,828.98,866.29,1112.69,1927.81,389.49,86,75,22,5.2
673,696,2480637,5717896,910.56,222.36,394.47,12.3812,3.6132,23.1992,2552,0.6753,5844.79554,0,855.62,1504.91,1381.19,2504.5,343.71,119,210,22,5.2
674,697,2481551,5717913,1008.03003,245.28,427.67999,12.1425,3.4973,22.867,2480,0.7904,5638.49347,0,1494.48,2021.38,2060.69,1773.84,296.02,141,265,19,5.6
675,698,2482466,5717929,1068.12,259.42001,447.25,11.8187,3.308,22.4565,2383,0.7011,6906.8854,0,2310.56,2322.84,2874.72,1057.84,140.73,284,275,21,5.6
676,699,2483380,5717945,1156.02002,279.04001,477.13,11.4195,3.0871,21.9349,2262,0.6812,7933.55486,0,1444.65,1504.46,2413.27,809.18,345.87,392,85,20,5.6
677,700,2484294,5717962,1226.44995,293.64999,501.79001,12.1969,3.6159,22.8263,2496,0.7733,7038.5616,0,691.17,602.92,1762.48,372.16,349.13,139,45,32,5.3
678,701,2485208,5717978,1278.37,303.01999,521.07001,12.3735,3.7588,22.9999,2549,0.773,7254.40183,0,535.61,294.69,1436.33,469.54,310.54,185,255,27,6.1
679,702,2486122,5717995,1309.40002,306.59,534.39001,11.164,3.0138,21.5141,2184,0.7029,8874.44776,0,1144.91,1170.6,1639.57,1310.61,62.59,149,255,26,5.3
680,703,2487037,5718011,1358.47998,314.06,554.41998,10.5621,2.672,20.7399,2003,0.9315,7234.08735,0,2001.96,1981.74,1920.69,1893.48,197.06,399,360,22,5.3
681,704,2487951,5718028,1359.45996,311.85999,556.84998,10.4947,2.6411,20.6431,1982,0.483,14007.85905,0,2695.83,2319.72,1558.25,1198.69,142.01,546,88,23,6.1
682,705,2488865,5718044,1362.71997,307.67001,561.92999,10.8519,2.8919,21.0415,2089,0.6685,9844.81813,0,2759.27,2656.46,1683.89,792.84,254.78,420,210,27,6.1
683,706,2489779,5718061,1372.96997,305.22,568.71002,10.8679,2.9222,21.0336,2092,0.6607,9995.63964,0,3097.53,3040.73,2217.49,1080.53,24.85,292,230,19,6.1
684,707,2490693,5718077,1382.89001,302.84,575.09003,10.0227,2.3999,19.996,1837,0.6725,10520.74088,0,2769.54,2890.49,2294.92,1837.46,125.9,610,0,0,5.6
685,708,2491607,5718094,1391.98999,300.67999,580.76001,10.6879,2.8402,20.7718,2035,0.4523,14922.84813,0,1884.47,1978.37,1515.05,1549.67,271.14,449,135,0,6.1
686,709,2492522,5718110,1398.78003,298.66,585.12,11.6378,3.4604,21.8917,2320,0.6077,10396.61727,0,1017.08,1065.73,982.8,1011,375.55,332,155,31,6.1
687,710,2493436,5718127,1400.80005,297.67001,586.59998,12.0433,3.7253,22.3691,2441,0.7953,7727.70773,0,316.73,154.32,330.07,103.7,199.04,121,60,26,5.3
688,711,2494350,5718143,1401.20996,295.70001,587.81,12.0943,3.7686,22.4146,2455,0.6933,8820.54533,0,771.1,757.89,815.69,744.06,216.01,170,190,5,5.3
689,712,2495264,5718160,1396.04004,293.67999,586.40002,12.0113,3.725,22.3013,2428,0.524,11673.69004,0,707.53,793.34,1686.45,667.59,185.77,277,95,24,6.1
690,713,2496178,5718176,1385.21997,291.57999,582.34003,12.3939,3.9778,22.7478,2541,0.5057,11679.14368,0,146.08,186.16,1864.08,287.14,270.44,104,65,18,5.3
691,714,2497092,5718193,1369.54004,289.39999,575.98999,12.1546,3.8329,22.4499,2466,0.9047,6548.34371,0,536.23,26,950.43,76.32,102.73,108,5,0,5.3
692,715,2498007,5718209,1350.23999,287.16,567.85999,11.5907,3.4807,21.7635,2294,0.7397,8192.16553,0,1450.97,56.93,52.92,399.69,401.97,228,265,16,5.3
693,716,2498921,5718226,1339.67004,286.01999,563.29999,11.1227,3.186,21.1973,2152,0.7421,8367.77791,0,2365.05,617.34,330.44,1140.1,115.91,405,250,27,5.3
694,717,2499835,5718242,1317.56995,283.75,553.54999,10.6477,2.8919,20.6177,2007,0.7144,8828.25005,0,2829.63,151.43,882.21,331.94,474.32,526,155,48,5.6
695,718,2500749,5718259,1295.44995,281.53,543.38,11.2545,3.2905,21.3345,2187,0.4902,12051.01136,0,2172.44,45.93,368.17,553.24,150.08,405,80,13,5.6
696,719,2501663,5718275,1275.28003,279.48001,533.52002,11.7175,3.5998,21.878,2323,0.5187,10794.50428,0,1742.62,336.85,367.94,1086.36,217.55,299,130,24,5.6
697,720,2502577,5718292,1260.45996,277.84,525.16998,11.6178,3.5533,21.7463,2290,0.6153,9002.50356,0,1687.74,343.39,224.9,1402.1,316.84,365,180,5,5.6
698,721,2503492,5718308,1256.89001,277.32001,522.23999,11.9497,3.7753,22.1386,2388,0.5531,9727.5426,0,1050.18,149.87,822.08,1951.03,96.51,186,110,15,5.3
699,722,2504406,5718325,1262.06006,277.25,520.58002,12.6452,4.2429,22.9632,2594,0.7278,7041.21027,0,313.61,160.42,923.16,2501.97,63.89,33,75,15,5.3
700,723,2505320,5718341,1285.34998,278.63,525.02002,12.4968,4.1774,22.7782,2545,0.6779,7730.2033,0,586.68,651.31,735.71,2752.56,17.49,180,250,12,5.3
701,724,2506234,5718358,1321.45996,280.94,533.31,12.3806,4.1409,22.6285,2506,0.7184,7508.57332,0,446.22,1213.64,5.97,2153.53,38.13,90,80,0,5.3
702,725,2507148,5718374,1366.26001,284.07001,543.58002,11.8462,3.8484,21.9692,2340,0.7806,7350.00458,0,533.24,695.97,792.54,1809.03,163.28,261,270,26,5.3
703,726,2508062,5718391,1422.76001,289.42999,556.28003,11.4403,3.6503,21.4532,2213,0.6797,8968.38689,0,1397.14,27.31,1307.15,1840.89,106.24,383,90,30,5.3
704,727,2508977,5718407,1452.35999,292.35999,562.66998,11.1158,3.4783,21.0452,2113,0.7051,8993.59303,0,1900.06,114.22,445.9,1798.8,185.47,468,230,25,5.6
705,728,2509891,5718424,1511.79004,298.5,574.84003,10.7012,3.293,20.5019,1983,0.9447,7140.56045,0,2561.2,454.31,305.74,1496.99,212.03,426,5,0,5.6
706,729,2510805,5718440,1566.89001,304.54999,585.01001,10.3832,3.1804,20.0643,1882,0.7201,9867.13091,0,3343.29,658.04,396.4,1184.65,291.87,470,200,20,6.1
707,730,2511719,5718457,1607.17004,308.73999,590.41998,10.1777,3.1489,19.7528,1815,0.7775,9458.10247,0,3408.83,1081.55,197.94,1002.46,191.98,632,0,0,6.1
708,731,2512633,5718473,1619.81995,308.64999,587.71002,10.6733,3.5728,20.2749,1959,0.8118,8733.67437,0,3150.37,1809.47,64.46,1195.62,159.37,474,15,10,6.1
709,732,2513547,5718490,1599.51001,303.53,575.62,10.9256,3.8476,20.4992,2029,0.7754,8815.14763,0,2640.16,2271.04,264.25,345.48,404.91,436,305,0,6.1
710,733,2514461,5718506,1551.97998,298.57999,556.25,11.1251,4.0573,20.6713,2087,0.7782,8454.26392,0,2366.67,2194.36,327.2,274.89,215.61,389,320,22,6.1
711,734,2515376,5718523,1503.15002,291.12,536.5,11.4571,4.3869,20.9878,2182,0.6186,10059.31927,0,1997.55,1712.28,30.54,1107.62,65.34,394,65,6,6.1
712,735,2516290,5718539,1448.73999,284.95001,515.28003,12.1608,4.9569,21.747,2388,0.7651,7503.95586,0,1087.37,855.05,290.3,1580.35,189.52,346,50,28,6.1
713,736,2517204,5718556,1383.45996,278.01001,491.10001,12.8646,5.5285,22.5048,2595,0.4344,12152.61599,0,207.23,197.32,165.86,1673.87,163.05,71,185,19,5.3
714,737,2519032,5718589,1248.04004,260.84,439.89999,12.7151,5.6614,22.1625,2540,0.8783,5644.89631,0,746.11,1212.45,1213.19,2800.16,320.13,149,330,20,6.1
715,738,2519946,5718605,1231.56995,258.20001,432.57001,12.7925,5.7456,22.2291,2562,0.9169,5341.83348,0,1433.85,1887.87,1887.87,3489.13,26.5,85,15,7,5.3
716,739,2479740,5716965,776.15002,190.16,346.70999,12.6106,3.7053,23.5422,2619,0.6125,5433.27303,0,457.07,408.18,2026.13,2763.03,426.56,54,165,14,5.2
717,740,2480654,5716982,863.58002,211.06,377.17001,12.5672,3.713,23.4449,2606,0.8118,4586.66553,0,377.9,733.03,2184.62,2187.88,241.59,11,240,6,5.2
718,741,2481568,5716998,960.29999,233.83,409.85999,12.449,3.6716,23.2597,2570,0.5776,7251.08533,0,1278.41,1374.67,2667.45,1410.3,86.05,51,95,23,5.6
719,742,2482482,5717015,1047.18005,254.41,439.12,12.1093,3.4823,22.8184,2469,0.7738,6035.85777,0,2189.86,1568.75,3335.48,537.94,130.39,114,235,30,5.6
720,743,2483396,5717031,1133.38,273.64001,468.48001,11.8314,3.3377,22.4435,2385,0.7413,6967.31977,0,1362.16,1086.47,3046.17,222.13,280.33,212,100,20,5.3
721,744,2484310,5717048,1201.19995,287.63,492.44,12.4012,3.7327,23.0873,2556,0.7553,6982.01929,0,520.35,280.36,2561.21,122.18,270.1,47,45,27,5.6
722,745,2485225,5717064,1250.76001,296.44,511.14999,12.1263,3.586,22.7206,2473,0.8559,6534.1485,0,259.94,480.84,2184.38,706.82,24.04,52,205,20,5.2
723,746,2486139,5717081,1283.73999,300.51999,525.13,10.9852,2.8837,21.318,2129,0.6682,9296.28851,0,1050.18,1341.43,1656.26,1472.06,58.8,366,160,20,6.1
724,747,2487053,5717097,1315.30005,303.79001,538.65002,10.8825,2.8424,21.1629,2097,0.6756,9477.46353,0,1951.91,2243.48,1193.2,1190.23,134.4,491,180,24,6.1
725,748,2487967,5717114,1324.62,303.64001,543.62,11.1118,3.0002,21.4228,2166,0.5171,12247.79154,0,2861.47,3054.87,668.77,612.32,407.02,453,250,20,6.1
726,749,2488881,5717130,1340.68005,302.44,552.81,11.2986,3.1403,21.6188,2221,0.8164,7725.98181,0,3654.62,3517.12,924.44,13.58,213.85,157,305,6,6.1
727,750,2489796,5717147,1354.90002,300.59,561.42999,10.4599,2.6228,20.588,1967,0.8944,7560.88226,0,3403.74,3512.04,1713.97,764.44,115.66,496,303,23,5.6
728,751,2490710,5717163,1368.28003,298.53,569.65997,9.9538,2.3156,19.9586,1813,0.8113,8729.68733,0,2627.67,2829.21,2586.41,1671.8,156.59,576,65,25,6.1
729,752,2491624,5717180,1380.44995,296.47,577.21997,10.8202,2.883,20.9774,2073,0.417,15988.08647,0,1974.4,2070.22,1726.52,2081.65,358.75,478,175,26,6.1
730,753,2492538,5717196,1390.46997,294.56,583.59003,11.8124,3.5286,22.1495,2370,0.9433,6613.60453,0,1226.13,1179.32,823.95,1184.44,369.61,289,355,31,6.1
731,754,2493452,5717213,1393.93005,293.63,586.02002,12.2284,3.7995,22.6404,2494,0.8767,6926.16968,0,556.12,367.58,162.88,286.76,8,63,300,25,5.3
732,755,2494366,5717229,1396.30005,291.73999,588.75,12.5447,4.0107,23.0055,2588,0.9665,6148.91166,0,610.47,527.48,767.91,612.82,214.67,120,270,13,5.3
733,756,2495281,5717246,1391.31995,289.73999,588.14001,12.6049,4.0569,23.0655,2604,0.5414,10875.75599,30,30.02,91.62,1660.57,74.3,36.4,38,0,0,5.6
734,757,2496195,5717262,1378.93005,287.60001,584.15997,12.2236,3.8199,22.5978,2487,0.7598,7864.29166,0,249.49,131.05,2095.44,397.87,82.88,115,345,13,5.3
735,758,2497109,5717279,1360.52002,285.32999,577.40997,11.507,3.368,21.7293,2269,0.9535,6485.1604,0,899.35,191.62,1341.21,795.95,77.03,269,335,14,5.3
736,759,2498023,5717295,1337.95996,282.95999,568.67999,10.9325,3.0067,21.0322,2094,0.8658,7306.17628,0,1700.92,193.7,804.4,179.92,66.23,261,30,8,5.3
737,760,2498937,5717311,1325.64001,281.73999,563.78998,10.576,2.782,20.6007,1985,0.7568,8494.76022,0,2526.09,70.18,316.79,882.87,214.02,450,240,23,5.3
738,761,2499851,5717328,1299.81995,279.28,553.29999,10.7803,2.9189,20.8375,2045,0.7598,8145.17895,0,2391.59,149.85,748.3,669.74,35.85,326,75,25,5.3
739,762,2500766,5717344,1273.37,276.79001,542.19,11.9601,3.6803,22.2432,2397,0.8048,6896.18554,0,1558.23,836.66,970.07,42.39,178.51,167,75,19,5.3
740,763,2501680,5717361,1247.56006,274.32001,530.87,12.4976,4.0339,22.8773,2556,0.6519,7999.49441,0,895.3,1182.35,253.36,208.65,44.58,87,80,17,5.3
741,764,2502594,5717377,1224.71997,272.01999,520.13,12.3663,3.9639,22.7077,2514,0.7598,6746.03848,0,815.86,656.72,55.07,757.13,305.25,208,220,24,5.3
742,765,2503508,5717394,1212.96997,270.54999,512.95001,12.8819,4.3111,23.3146,2666,0.7175,6783.43501,0,475.8,65.73,128.89,1209.78,176.11,85,80,15,5.3
743,766,2504422,5717410,1218,270.70999,513.28003,13.0013,4.3973,23.4559,2700,0.4398,10989.69525,39,88.99,8.63,278.87,1929.98,59.59,1,0,0,5.6
744,767,2505336,5717427,1250.47998,272.81,521.83002,13.0275,4.4376,23.4893,2704,0.4965,9927.42422,63,172.2,211.01,214.09,2185.63,280.85,67,200,0,5.3
745,768,2506251,5717443,1296.32996,275.82001,534.14001,12.5078,4.1391,22.8632,2543,0.9476,5540.16577,0,645.36,366.04,319.73,1459.74,90.65,97,290,29,5.3
746,769,2507165,5717460,1348.76001,279.13,547.28998,12.4243,4.1325,22.7485,2513,0.6611,8227.93962,0,708.73,63.36,866.2,920.37,38.87,215,155,16,5.3
747,770,2508079,5717476,1407.37,283.01999,560.90997,12.231,4.0707,22.4881,2450,0.6901,8231.06211,0,640.72,547.49,867.72,928.31,31.52,143,195,26,5.3
748,771,2508993,5717493,1438.89001,285.31,567.85999,11.997,3.9578,22.1878,2377,0.8164,7179.48511,0,1298.8,748.63,756.54,1051.22,358.1,397,290,20,6.1
749,772,2509907,5717509,1505.73999,293.97,577.45001,10.8931,3.3769,20.7723,2040,0.686,9594.44559,0,2152.52,333.17,497.02,1030.1,75.78,388,280,20,6.1
750,773,2510821,5717526,1570.39001,301.23999,590.07001,10.2998,3.0911,20.002,1856,0.4531,15699.60631,0,3041.78,103.9,516.7,678.62,40.4,494,135,30,6.1
751,774,2511736,5717542,1618.73999,306.39001,597.42999,10.307,3.1983,19.9429,1853,0.628,11575.4543,0,3351.66,598.28,728.47,239.71,260.59,620,180,20,6.1
752,775,2512650,5717559,1636.32996,306.76999,595.77002,10.9942,3.7476,20.6918,2055,0.6241,11097.35384,0,2556.17,1403.82,112.75,488.79,250.12,392,145,0,6.1
753,776,2513564,5717576,1626.04004,303.85001,586.10999,11.3106,4.0664,20.9903,2144,0.699,9577.6172,0,1872.37,1391.72,556.68,725.43,152.33,408,175,25,6.1
754,777,2514478,5717592,1606.54004,300.23999,577.28003,11.3125,4.1278,20.9504,2142,0.7557,8736.16401,0,1464.92,1282.57,505.04,920.87,42.52,379,200,23,6.1
755,778,2515392,5717609,1564.10999,295.04001,558.75,11.4599,4.3454,21.0399,2181,0.6475,9838.58859,0,1391.5,1342.4,816.51,1160.12,72.58,406,160,27,6.1
756,779,2516306,5717625,1506.30005,289.26001,536.16998,12.5944,5.1967,22.3102,2517,0.8523,6700.05419,0,1329.52,487.22,634.22,694.44,143.82,112,50,25,5.3
757,780,2517220,5717642,1430.27002,281.48001,508.79001,12.9333,5.5423,22.6244,2614,0.8655,6184.22238,0,730.63,281.62,127.23,865.17,52.67,0,330,11,5.6
758,781,2518135,5717658,1334.29004,270.54001,476.10001,12.3387,5.2941,21.8173,2429,0.8355,6285.63366,0,248.87,103.07,207.45,1528.65,477.14,210,321,25,6.1
759,782,2519049,5717675,1262.55005,261,446.48999,12.3913,5.459,21.7861,2439,0.6992,7276.57339,0,380.51,693.6,693.6,2201.56,70.22,173,346,15,5.3
760,783,2519963,5717691,1247.97998,259.38,438.64001,12.4913,5.5663,21.8735,2468,0.5911,8547.3509,0,1269.56,1604.73,1604.73,2968.31,264.46,171,165,13,5.3
761,784,2480670,5716068,843.82001,206.5,369.54001,12.6101,3.7311,23.5072,2618,0.8718,4178.99372,0,982.55,88.64,3050.75,1703.15,28.2,20,0,0,5.6
762,785,2481584,5716084,940.57001,229.32001,402.07001,12.4964,3.6914,23.3286,2583,0.7594,5407.18934,0,1597.56,797.06,2944.74,902.22,44.41,11,70,1,5.6
763,786,2482499,5716101,998.48999,242.97,420.87,12.4684,3.6895,23.2747,2575,0.6122,7152.02443,0,2408.22,867.53,2693.29,326.75,421.49,109,160,26,5.6
764,787,2483413,5716117,1075.55005,259.98001,447.54999,12.4066,3.6806,23.1613,2556,0.8246,5752.08719,0,1808.2,295.57,2717.9,158.09,216.32,0,0,0,5.6
765,788,2484327,5716134,1134.42004,271.81,469.01001,12.4234,3.7202,23.1443,2561,0.792,6311.78503,0,1245.53,127.88,2344.04,205.72,761.76,15,0,0,5.2
766,789,2485241,5716150,1181.64001,280.12,487.13,11.4629,3.1334,21.9578,2271,0.7899,7036.85827,0,1112.04,954.84,1598.58,969.05,651.34,252,315,32,6.1
767,790,2486155,5716167,1224.37,286.72,503.98999,11.2227,3.0046,21.6374,2198,0.6377,9179.61455,0,1538.76,1564.6,895.58,825.77,173.9,390,121,21,6.1
768,791,2487069,5716183,1262.47998,291.60999,519.63,11.8459,3.4252,22.3547,2385,0.5959,9682.56868,0,2252.75,1790.08,438.83,376.48,196.13,237,145,51,6.1
769,792,2487984,5716200,1277.31006,292.78,526.33002,11.7511,3.3751,22.227,2356,0.8914,6585.86655,0,3075.19,2374.62,92.87,64.71,129.93,102,295,20,6.1
770,793,2488898,5716216,1309.06006,295.32001,540.40997,11.1785,3.0284,21.5145,2182,0.4713,13268.64753,0,3768.92,3120.85,739.18,648.89,143.11,404,115,16,5.6
771,794,2489812,5716232,1330.77002,294.92001,551.84003,10.2437,2.4479,20.3702,1900,0.7769,8750.24915,0,2947.45,2989.49,1620.76,1289.89,150.54,508,270,27,5.6
772,795,2490726,5716249,1351.57996,294.07999,563.08002,9.9334,2.2643,19.9774,1805,0.733,9622.10451,0,2172.99,2223.72,2525.5,1970.17,159.87,476,115,29,6.1
773,796,2491640,5716265,1368.25,292.26999,573.06,11.2346,3.1078,21.5191,2195,0.9521,6774.94891,0,1360.44,1562.92,1762.35,1970.03,31.47,213,350,24,6.1
774,797,2492555,5716282,1383.06995,290.57001,582.07001,12.0515,3.64,22.4826,2440,0.5434,11298.19961,0,705.1,887.23,1060.12,1056.32,194.25,245,180,36,6.1
