SBS_name,SBS_number,general_method,single_value_[m],sample_size,valid,reference,mean_CH_[m],maximum_CH_[m],minimum_CH_[m],number_of_replicates,standard_deviation,standard_error,collection_date,original_reference,country,external_support_structure
Helleborus_niger,26973,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.3,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Hepatica_nobilis,26984,derivation from photos or drawings,0.07,,1,BIOPOP April 2005,,0.1,0.04,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Hepatica_nobilis,26984,laboratory/greenhouse/garden experiment,0.12,25,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.11,0.16,0.06,,,,,,GERMANY,no
Ranunculus_auricomus,27000,observation (like obvious taxonomical traits),0.25,,1,ECOFLORA - database of the ecological flora of the british isles,,0.4,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Ranunculus_auricomus,27000,observation (like obvious taxonomical traits),0.1,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Ranunculus_alpestris,27002,derivation from photos or drawings,0.065,,1,BIOPOP April 2005,,0.1,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Ranunculus_aquatilis,27005,derivation from photos or drawings,0.02,,1,BIOPOP April 2005,,0.02,,,,,,"Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands",GERMANY,unknown
Ranunculus_arvensis,27014,observation (like obvious taxonomical traits),0.375,,1,ECOFLORA - database of the ecological flora of the british isles,,0.6,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Ranunculus_arvensis,27014,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.6,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Ranunculus_arvensis,27014,observation (like obvious taxonomical traits),0.15,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Pulsatilla_patens,27045,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.35,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Pulsatilla_pratensis,27054,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.25,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Pulsatilla_vernalis,27063,derivation from photos or drawings,0.06,,1,BIOPOP April 2005,,0.1,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Pulsatilla_vulgaris,27065,derivation from photos or drawings,0.15,,1,BIOPOP April 2005,,0.25,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Pulsatilla_vulgaris,27065,observation (like obvious taxonomical traits),0.15,,1,ECOFLORA - database of the ecological flora of the british isles,,0.15,,,,,,"Wells, T. C. E. (unknown e-mail address)",,unknown
Helleborus_viridis,27076,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,0.4,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Helleborus_viridis,27076,derivation from photos or drawings,0.275,,1,BIOPOP April 2005,,0.4,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Helleborus_viridis,27076,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Helleborus_foetidus,27081,observation (like obvious taxonomical traits),0.5,,1,ECOFLORA - database of the ecological flora of the british isles,,0.8,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Helleborus_foetidus,27081,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.6,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Helleborus_foetidus,27081,actual measurement (following LEDA data standards),0.25,1,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.25,0.25,0.25,,,,,,GERMANY,no
Helleborus_foetidus,27081,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Consolida_orientalis,27096,derivation from photos or drawings,0.35,,1,BIOPOP April 2005,,0.5,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Myosurus_minimus,27104,observation (like obvious taxonomical traits),0.09,,1,ECOFLORA - database of the ecological flora of the british isles,,0.13,0.05,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Myosurus_minimus,27104,observation (like obvious taxonomical traits),0.05,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.05,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Myosurus_minimus,27104,laboratory/greenhouse/garden experiment,0.07,7,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.06,0.1,0.03,,,,,,GERMANY,no
Myosurus_minimus,27104,derivation from photos or drawings,0.06,,1,BIOPOP April 2005,,0.1,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Nigella_arvensis,27106,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Nigella_arvensis,27106,laboratory/greenhouse/garden experiment,0.26,10,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.28,0.34,0.24,,,,,,GERMANY,no
Nigella_damascena,27114,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.3,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Nigella_damascena,27114,laboratory/greenhouse/garden experiment,0.55,14,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.54,0.61,0.43,,,,,,GERMANY,no
Nigella_sativa,27124,derivation from photos or drawings,0.265,,1,BIOPOP April 2005,,0.35,0.18,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Pulsatilla_alpina,27129,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.35,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Delphinium_elatum,27141,derivation from photos or drawings,1.25,,1,BIOPOP April 2005,,1.8,0.7,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Aquilegia_vulgaris,27156,observation (like obvious taxonomical traits),0.7,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.4,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Aquilegia_vulgaris,27156,observation (like obvious taxonomical traits),0.4,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.4,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Eranthis_hyemalis,27181,observation (like obvious taxonomical traits),0.1,,1,ECOFLORA - database of the ecological flora of the british isles,,0.15,0.05,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Eranthis_hyemalis,27181,observation (like obvious taxonomical traits),0.05,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.05,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Eranthis_hyemalis,27181,derivation from photos or drawings,0.1,,1,BIOPOP April 2005,,0.15,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Clematis_recta,27203,derivation from photos or drawings,0.675,,1,BIOPOP April 2005,,1,0.35,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Clematis_vitalba,27205,observation (like obvious taxonomical traits),30,,1,ECOFLORA - database of the ecological flora of the british isles,,30,,,,,,"Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. []",,unknown
Clematis_vitalba,27205,derivation from photos or drawings,10,,1,BIOPOP April 2005,,10,,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Clematis_viticella,27206,derivation from photos or drawings,3,,1,BIOPOP April 2005,,3,,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Consolida_ajacis,27212,derivation from photos or drawings,0.55,,1,BIOPOP April 2005,,0.85,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Consolida_regalis,27229,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.3,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Aquilegia_atrata,27254,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.55,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Aquilegia_einseleana,27264,derivation from photos or drawings,0.1,,1,BIOPOP April 2005,,0.15,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Aconitum_napellus,27279,observation (like obvious taxonomical traits),0.75,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Aconitum_napellus,27279,derivation from photos or drawings,0.925,,1,BIOPOP April 2005,,1.4,0.45,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Aconitum_napellus,27279,observation (like obvious taxonomical traits),0.5,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Caltha_palustris,27293,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,0.3,,,,,,"Fitter, A. H. (unknown e-mail address)",,unknown
Caltha_palustris,27293,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.3,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Clematis_alpina,27310,derivation from photos or drawings,1.5,,1,BIOPOP April 2005,,2,1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Actaea_spicata,27324,observation (like obvious taxonomical traits),0.475,,1,ECOFLORA - database of the ecological flora of the british isles,,0.65,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Actaea_spicata,27324,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Actaea_spicata,27324,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.6,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Adonis_aestivalis,27328,derivation from photos or drawings,0.325,,1,BIOPOP April 2005,,0.5,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Adonis_annua,27329,observation (like obvious taxonomical traits),0.25,,1,ECOFLORA - database of the ecological flora of the british isles,,0.4,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Adonis_annua,27329,observation (like obvious taxonomical traits),0.1,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Adonis_flammea,27336,derivation from photos or drawings,0.325,,1,BIOPOP April 2005,,0.45,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Anemone_nemorosa,27355,observation (like obvious taxonomical traits),0.18,,1,ECOFLORA - database of the ecological flora of the british isles,,0.3,0.06,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Anemone_nemorosa,27355,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.25,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Anemone_nemorosa,27355,observation (like obvious taxonomical traits),0.06,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.06,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Anemone_ranunculoides,27359,derivation from photos or drawings,0.15,,1,BIOPOP April 2005,,0.2,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Anemone_ranunculoides,27359,laboratory/greenhouse/garden experiment,0.12,25,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.11,0.15,0.05,,,,,,GERMANY,no
Anemone_sylvestris,27363,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.25,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Anemone_sylvestris,27363,actual measurement (following LEDA data standards),0.13,2,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.13,0.21,0.05,,,,,,GERMANY,no
Aconitum_variegatum,27421,derivation from photos or drawings,1.05,,1,BIOPOP April 2005,,1.4,0.7,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_rugosus,27447,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.6,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_rupestris,27449,observation (like obvious taxonomical traits),0.7,,1,ECOFLORA - database of the ecological flora of the british isles,,0.7,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_sanguineus,27450,observation (like obvious taxonomical traits),1,,1,ECOFLORA - database of the ecological flora of the british isles,,1,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_sanguineus,27450,derivation from photos or drawings,0.575,,1,BIOPOP April 2005,,0.7,0.45,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_scutatus,27451,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_stenophyllus,27453,derivation from photos or drawings,0.55,,1,BIOPOP April 2005,,0.7,0.4,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_thyrsiflorus,27457,derivation from photos or drawings,0.575,,1,BIOPOP April 2005,,0.9,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Montia_fontana,27478,observation (like obvious taxonomical traits),0.26,,1,ECOFLORA - database of the ecological flora of the british isles,,0.5,0.02,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Montia_fontana,27478,observation (like obvious taxonomical traits),0.02,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.02,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Montia_fontana,27478,derivation from photos or drawings,0.21,,1,BIOPOP April 2005,,0.4,0.02,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Montia_fontana_subsp._chondrosperma,27489,actual measurement (following LEDA data standards),0.02,25,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.02,0.04,0.02,,,,,,GERMANY,no
Claytonia_perfoliata,27495,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,0.3,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Claytonia_perfoliata,27495,observation (like obvious taxonomical traits),0.1,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Claytonia_perfoliata,27495,derivation from photos or drawings,0.11,,1,BIOPOP April 2005,,0.15,0.07,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Claytonia_sibirica,27498,observation (like obvious taxonomical traits),0.275,,1,ECOFLORA - database of the ecological flora of the british isles,,0.4,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Claytonia_sibirica,27498,observation (like obvious taxonomical traits),0.15,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Portulaca_oleracea,27501,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,0.3,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Portulaca_oleracea,27501,derivation from photos or drawings,0.2,,1,BIOPOP April 2005,,0.3,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Portulaca_oleracea,27501,observation (like obvious taxonomical traits),0.1,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_crispus,27506,observation (like obvious taxonomical traits),0.9,,1,ECOFLORA - database of the ecological flora of the british isles,,1.5,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_crispus,27506,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_crispus,27506,derivation from photos or drawings,0.725,,1,BIOPOP April 2005,,1.2,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_frutescens,27517,observation (like obvious taxonomical traits),0.25,,1,ECOFLORA - database of the ecological flora of the british isles,,0.25,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_hydrolapathum,27528,observation (like obvious taxonomical traits),2,,1,ECOFLORA - database of the ecological flora of the british isles,,2,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_hydrolapathum,27528,derivation from photos or drawings,1.15,,1,BIOPOP April 2005,,1.5,0.8,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_longifolius,27534,observation (like obvious taxonomical traits),0.9,,1,ECOFLORA - database of the ecological flora of the british isles,,1.2,0.6,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_longifolius,27534,derivation from photos or drawings,0.7,,1,BIOPOP April 2005,,1,0.4,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_longifolius,27534,observation (like obvious taxonomical traits),0.6,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.6,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_maritimus,27537,observation (like obvious taxonomical traits),1,,1,ECOFLORA - database of the ecological flora of the british isles,,1,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_maritimus,27537,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.4,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_nivalis,27540,derivation from photos or drawings,0.075,,1,BIOPOP April 2005,,0.1,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_obtusifolius,27542,observation (like obvious taxonomical traits),0.675,,1,ECOFLORA - database of the ecological flora of the british isles,,1.2,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_obtusifolius,27542,observation (like obvious taxonomical traits),0.15,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_obtusifolius,27542,derivation from photos or drawings,0.7,,1,BIOPOP April 2005,,1,0.4,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_palustris,27549,observation (like obvious taxonomical traits),1,,1,ECOFLORA - database of the ecological flora of the british isles,,1,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_palustris,27549,laboratory/greenhouse/garden experiment,0.73,8,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.72,0.85,0.59,,,,,,GERMANY,no
Rumex_palustris,27549,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.7,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_patientia,27551,observation (like obvious taxonomical traits),1.5,,1,ECOFLORA - database of the ecological flora of the british isles,,2,1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_patientia,27551,observation (like obvious taxonomical traits),1,,1,ECOFLORA - database of the ecological flora of the british isles,,,1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_patientia,27551,derivation from photos or drawings,0.65,,1,BIOPOP April 2005,,0.8,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_pulcher,27560,observation (like obvious taxonomical traits),0.4,,1,ECOFLORA - database of the ecological flora of the british isles,,0.6,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Rumex_pulcher,27560,derivation from photos or drawings,0.15,,1,BIOPOP April 2005,,0.2,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rumex_pulcher,27560,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Polygonum_viviparum,27573,derivation from photos or drawings,0.125,,1,BIOPOP April 2005,,0.2,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Polygonum_viviparum,27573,actual measurement (following LEDA data standards),0.03,12,-2,"Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no",0.03,0.1,0.02,,,,,,NORWAY,unknown
Reynoutria_japonica,27574,observation (like obvious taxonomical traits),1.5,,1,ECOFLORA - database of the ecological flora of the british isles,,2,1,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
