SBS_name,SBS_number,general_method,diaspore_type,single_value_[mg],sample_size,valid,median,reference,mean_SM_[mg],maximum_SM_[mg],minimum_SM_[mg],number_of_replicates,general_comment,Drying_method,original_reference,diaspore_type_code
Herniaria_glabra,16521,actual measurement,one-seeded generative dispersule,0.066,,-4,,BIOLFLOR database,0.066,0.072,0.06,,,Air dried weight,,2a
Herniaria_glabra,16521,other,one-seeded generative dispersule,0.0568,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.0568,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Herniaria_glabra,16521,other,one-seeded generative dispersule,0.0912,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.0912,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Herniaria_glabra,16521,other,one-seeded generative dispersule,0.10032,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.10032,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Herniaria_glabra,16521,other,one-seeded generative dispersule,0.0744,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.0744,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Herniaria_glabra,16521,other,one-seeded generative dispersule,0.0792,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.0792,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Herniaria_hirsuta,17001,actual measurement,germinule,0.04767,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.04767,,,1,"1996-1997, n an replicates unknown",Air dried weight,,3
Herniaria_hirsuta,17001,actual measurement,germinule,0.048,30,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.048,,,1,Seeds weighed individually when possible or in small groups (n max = 10). For majority 30 weights per species.,Air dried weight,,3
Herniaria_hirsuta,17001,actual measurement,germinule,0.05,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.05,,,30,collected between 1996-1999,Air dried weight,,3
Herniaria_hirsuta,17001,actual measurement,germinule,0.079,,-4,,BIOLFLOR database,0.079,0.082,0.077,,,Air dried weight,,3
Herniaria_incana,15807,actual measurement,unknown,0.14,0,1,,"Pluess, Andrea(2005): Seed weight increases with altitude in the Swiss Alps between related species but not among populations of individual species [144]",0.14,,,0,,Air dried weight,"Pluess, Andrea(2005): Seed weight increases with altitude in the Swiss Alps between related species but not among populations of individual species [144]",4
Hesperis_matronalis,14004,actual measurement,generative dispersule,1.7336,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",1.7336,1.77,1.679333333,150,,Air dried weight,,2
Hesperis_matronalis,14004,actual measurement,germinule,2.6,,-4,,BIOLFLOR database,2.6,3,2.195,,,Air dried weight,,3
Hesperis_matronalis,14004,actual measurement,germinule,2.752,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",2.752,,,50,,Air dried weight,,3
Hesperis_matronalis,14004,actual measurement,germinule,1.932,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.932,,,50,,Air dried weight,,3
Hesperis_matronalis,14004,actual measurement,one-seeded generative dispersule,2.6,,-4,,BIOLFLOR database,2.6,3,2.195,,,Air dried weight,,2a
Hesperis_matronalis,14004,actual measurement,one-seeded generative dispersule,2.752,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",2.752,,,50,,Air dried weight,,2a
Hesperis_matronalis,14004,actual measurement,one-seeded generative dispersule,1.932,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.932,,,50,,Air dried weight,,2a
Hibiscus_trionum,25723,actual measurement,one-seeded generative dispersule,5.724,,-4,,BIOLFLOR database,5.724,,,,,Air dried weight,,2a
Hibiscus_trionum,25723,actual measurement,germinule,5.724,,-4,,BIOLFLOR database,5.724,,,,,Air dried weight,,3
Hieracium_acuminatum,7467,actual measurement,germinule,0.437,,-4,,BIOLFLOR database,0.437,0.489,0.384,,,Air dried weight,,3
Hieracium_acuminatum,7467,other,germinule,0.4056,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.4056,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Hieracium_alpinum,30615,unknown,generative dispersule,1.014,0,1,,"Bruun, Hans Henrik(2005): Distinct patterns in alpine vegetation around dens of the Arctic fox [28]",1.014,,,0,,Air dried weight,"Bruun, Hans Henrik(2005): Distinct patterns in alpine vegetation around dens of the Arctic fox [28]",2
Hieracium_alpinum_gr.,8507,actual measurement,germinule,0.8237,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.8237,,,100,,Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement,germinule,0.551,,-4,,BIOLFLOR database,0.551,0.593,0.511,,,Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.7,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.7,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.86,10,-2,0.86,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.85,1,0.7,,preaggregated value obtained from single record,Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.77,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.77,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.87,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.87,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.89,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.89,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.98,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.98,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.81,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.81,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.86,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.86,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,1,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.78,1,-2,0.78,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.78,0.78,0.78,,preaggregated value obtained from single record,Air dried weight,,2a
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.78,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.78,,,50,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.85,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.85,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_amplexicaule,33881,actual measurement (following LEDA data standards),germinule,0.79,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.79,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_aurantiacum,7024,actual measurement (following LEDA data standards),germinule,0.13,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.13,,,100,"used balance: Mettler Toledo 4, seed without pappus",Air dried weight,,3
Hieracium_aurantiacum,7024,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.16,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.16,,,20,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_aurantiacum,7024,actual measurement (following LEDA data standards),germinule,0.13,1,-2,0.13,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.13,0.13,0.13,,preaggregated value obtained from single record,Air dried weight,,3
Hieracium_aurantiacum,7024,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.18,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.18,,,20,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_aurantiacum,7024,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.14,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.14,,,20,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_aurantiacum,7024,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.16,4,-2,0.16,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.16,0.18,0.14,,preaggregated value obtained from single record,Air dried weight,,2a
Hieracium_aurantiacum,7024,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.15,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.15,,,20,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_aurantiacum,7024,actual measurement,germinule,0.152,,-4,,BIOLFLOR database,0.152,0.16,0.137,,,Air dried weight,,3
Hieracium_aurantiacum,7024,actual measurement,one-seeded generative dispersule,0.1245,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.1245,0.125,0.124,100,,Air dried weight,,2a
Hieracium_bifidum,14677,actual measurement,one-seeded generative dispersule,0.5,,-4,,BIOLFLOR database,0.5,,,,,Air dried weight,,2a
Hieracium_bifidum,14677,actual measurement,germinule,0.5,,-4,,BIOLFLOR database,0.5,,,,,Air dried weight,,3
Hieracium_bupleuroides,36033,actual measurement,germinule,0.699,,-4,,BIOLFLOR database,0.699,,,,,Air dried weight,,3
Hieracium_caespitosum,8116,actual measurement,one-seeded generative dispersule,0.1065,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.1065,0.11,0.103,1,,Air dried weight,,2a
Hieracium_cymosum,6921,actual measurement,germinule,0.115,,-4,,BIOLFLOR database,0.115,0.118,0.112,,,Air dried weight,,3
Hieracium_dentatum,22806,actual measurement,germinule,1.02,,-4,,BIOLFLOR database,1.02,,,,,Air dried weight,,3
Hieracium_echioides,6543,actual measurement,germinule,0.161,,-4,,BIOLFLOR database,0.161,0.167,0.157,,,Air dried weight,,3
Hieracium_flagellare,7042,actual measurement,one-seeded generative dispersule,0.074,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.074,,,50,,Air dried weight,,2a
Hieracium_flagellare,7042,actual measurement,one-seeded generative dispersule,0.09,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.09,,,100,,Air dried weight,,2a
Hieracium_flagellare,7042,actual measurement,one-seeded generative dispersule,0.116,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.116,,,50,,Air dried weight,,2a
Hieracium_franconicum,7806,actual measurement,germinule,0.709,,-4,,BIOLFLOR database,0.709,,,,,Air dried weight,,3
Hieracium_glaucum,36455,actual measurement,germinule,0.9,,-4,,BIOLFLOR database,0.9,,,,,Air dried weight,,3
Hieracium_glaucum,36455,actual measurement,one-seeded generative dispersule,0.9,,-4,,BIOLFLOR database,0.9,,,,,Air dried weight,,2a
Hieracium_intybaceum,7054,actual measurement,germinule,0.714,,-4,,BIOLFLOR database,0.714,,,,,Air dried weight,,3
Hieracium_lactucella,7271,actual measurement,germinule,0.1,,-4,,BIOLFLOR database,0.1,,,,,Air dried weight,,3
Hieracium_lactucella,7271,actual measurement,one-seeded generative dispersule,0.1,,-4,,BIOLFLOR database,0.1,,,,,Air dried weight,,2a
Hieracium_laevigatum,44220,actual measurement,one-seeded generative dispersule,0.525,,-4,,BIOLFLOR database,0.525,0.565,0.485,,,Air dried weight,,2a
Hieracium_laevigatum,44220,actual measurement,germinule,0.525,,-4,,BIOLFLOR database,0.525,0.565,0.485,,,Air dried weight,,3
Hieracium_laevigatum,44220,actual measurement (following LEDA data standards),germinule,0.43,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.43,,,50,"used balance: Mettler Toledo 4, seed without pappus",Air dried weight,,3
Hieracium_laevigatum,44220,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.29,1,-2,0.29,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.29,0.29,0.29,,preaggregated value obtained from single record,Air dried weight,,2a
Hieracium_laevigatum,44220,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.29,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.29,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_laevigatum,44220,actual measurement (following LEDA data standards),germinule,0.43,1,-2,0.43,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.43,0.43,0.43,,preaggregated value obtained from single record,Air dried weight,,3
Hieracium_laurinum,7752,actual measurement,germinule,0.933,,-4,,BIOLFLOR database,0.933,,,,,Air dried weight,,3
Hieracium_maculatum,16770,actual measurement,generative dispersule,0.584,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.584,0.69,0.5,1,,Air dried weight,,2
Hieracium_maculatum,16770,other,germinule,0.3872,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.3872,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Hieracium_murorum,14443,actual measurement,germinule,0.4,,-4,,BIOLFLOR database,0.4,,,,,Air dried weight,,3
Hieracium_murorum,14443,actual measurement,one-seeded generative dispersule,0.4,,-4,,BIOLFLOR database,0.4,,,,,Air dried weight,,2a
Hieracium_peleteranum_s._tenuiscapum,7852,actual measurement,germinule,0.198,,-4,,BIOLFLOR database,0.198,0.202,0.196,,,Air dried weight,,3
Hieracium_pilosella,6658,actual measurement,generative dispersule,1.45,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",1.45,,,1,n an replicates unknown,Air dried weight,,2
Hieracium_pilosella,6658,actual measurement,germinule,0.149,,-4,,BIOLFLOR database,0.149,0.185,0.1,,,Air dried weight,,3
Hieracium_pilosella,6658,actual measurement,germinule,0.155,,-4,,BIOLFLOR database,0.155,0.23,0.1,,,Air dried weight,,3
Hieracium_pilosella,6658,actual measurement,germinule,0.152,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.152,,,98,,Air dried weight,,3
Hieracium_pilosella,6658,actual measurement,germinule,0.144,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.144,,,50,,Air dried weight,,3
Hieracium_pilosella,6658,actual measurement,germinule,0.232,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.232,,,100,,Air dried weight,,3
Hieracium_pilosella,6658,actual measurement,germinule,0.27,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.27,,,50,50-2000 air-dried matured seeds,Air dried weight,,3
Hieracium_pilosella,6658,actual measurement,germinule,0.105,7,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.105,,,1,summers of 1995 and 1996,Unknown,,3
Hieracium_pilosella,6658,actual measurement,one-seeded generative dispersule,0.144,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.144,,,50,,Air dried weight,,2a
Hieracium_pilosella,6658,actual measurement,one-seeded generative dispersule,0.152,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.152,,,98,,Air dried weight,,2a
Hieracium_pilosella,6658,actual measurement,one-seeded generative dispersule,0.232,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.232,,,100,,Air dried weight,,2a
Hieracium_pilosella,6658,actual measurement,one-seeded generative dispersule,0.155,,-4,,BIOLFLOR database,0.155,0.23,0.1,,,Air dried weight,,2a
Hieracium_pilosella,6658,actual measurement,generative dispersule,0.11,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.11,0.123333333,0.096666667,30,,Air dried weight,,2
Hieracium_pilosella,6658,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.11,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.11,,,20,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_pilosella,6658,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.11,1,-2,0.11,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.11,0.11,0.11,,preaggregated value obtained from single record,Air dried weight,,2a
Hieracium_piloselloides,6837,actual measurement,generative dispersule,0.72,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.72,0.78,0.52,1,,Air dried weight,,2
Hieracium_piloselloides,6837,actual measurement,one-seeded generative dispersule,0.124,,-4,,BIOLFLOR database,0.124,,,,,Air dried weight,,2a
Hieracium_piloselloides,6837,actual measurement,germinule,0.124,,-4,,BIOLFLOR database,0.124,,,,,Air dried weight,,3
Hieracium_porrifolium,7322,actual measurement,germinule,0.64,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",0.64,,,50,50-2000 air-dried matured seeds,Air dried weight,,3
Hieracium_sabaudum,44218,actual measurement,germinule,0.555,,-4,,BIOLFLOR database,0.555,0.653,0.504,,,Air dried weight,,3
Hieracium_sabaudum,44218,other,germinule,0.3852,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.3852,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Hieracium_schmidtii,19273,actual measurement,germinule,0.633,,-4,,BIOLFLOR database,0.633,0.635,0.63,,,Air dried weight,,3
Hieracium_tridentatum,7223,actual measurement,generative dispersule,0.333333333,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.333333333,0.346666667,0.32,1,,Air dried weight,,2
Hieracium_umbellatum,7093,actual measurement,germinule,0.378533333,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.378533333,0.396666667,0.356666667,150,,Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.39,10,-2,0.39,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.4,0.49,0.3,,preaggregated value obtained from single record,Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.38,1,-2,0.38,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.38,0.38,0.38,,preaggregated value obtained from single record,Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.37,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.37,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.4,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.4,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.47,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.47,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.34,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.34,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.33,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.33,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.3,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.3,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.47,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.47,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.34,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.34,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.49,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.49,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.45,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.45,,,10,"used balance: Mettler H51, seed with pappus",Air dried weight,,3
Hieracium_umbellatum,7093,actual measurement (following LEDA data standards),germinule,0.38,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.38,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Hieracium_valdepilosum,22807,actual measurement,one-seeded generative dispersule,1.24,,-4,,BIOLFLOR database,1.24,1.274,1.212,,,Air dried weight,,2a
Hieracium_valdepilosum,22807,actual measurement,germinule,1.24,,-4,,BIOLFLOR database,1.24,1.274,1.212,,,Air dried weight,,3
Hieracium_villosum,22612,actual measurement,germinule,0.73,,-4,,BIOLFLOR database,0.73,0.737,0.724,,,Air dried weight,,3
Hieracium_vulgatum,17779,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.34,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.34,,,20,"used balance: Mettler H51, seed with pappus",Air dried weight,,2a
Hieracium_vulgatum,17779,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.59,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.59,,,100,"used balance: Mettler Toledo 4, seed with pappus",Air dried weight,,2a
Hieracium_vulgatum,17779,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.34,1,-2,0.34,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.34,0.34,0.34,,preaggregated value obtained from single record,Air dried weight,,2a
Hieracium_vulgatum,17779,other,germinule,0.3524,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.3524,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Hieracium_vulgatum,17779,actual measurement (following LEDA data standards),one-seeded generative dispersule,0.59,1,-2,0.59,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",0.59,0.59,0.59,,preaggregated value obtained from single record,Air dried weight,,2a
Hieracium_vulgatum_gr.,7774,actual measurement,generative dispersule,0.475,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.475,0.52,0.43,1,,Air dried weight,,2
Hieracium_x_fallax,8975,actual measurement,germinule,0.108,,-4,,BIOLFLOR database,0.108,,,,,Air dried weight,,3
Hieracium_x_fallax,8975,actual measurement,one-seeded generative dispersule,0.108,,-4,,BIOLFLOR database,0.108,,,,,Air dried weight,,2a
Hieracium_x_floribundum,8859,actual measurement,germinule,0.1,,-4,,BIOLFLOR database,0.1,,,,,Air dried weight,,3
Hieracium_x_floribundum,8859,actual measurement,one-seeded generative dispersule,0.1,,-4,,BIOLFLOR database,0.1,,,,,Air dried weight,,2a
Hierochloe_australis,42515,actual measurement,one-seeded generative dispersule,1.154,,-4,,BIOLFLOR database,1.154,1.165,1.145,,,Air dried weight,,2a
Hierochloe_australis,42515,actual measurement,one-seeded generative dispersule,0.6645,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.6645,0.73,0.599,100,,Air dried weight,,2a
Hierochloe_australis,42515,actual measurement,germinule,0.831,,-4,,BIOLFLOR database,0.831,0.85,0.811,,,Air dried weight,,3
Hierochloe_australis,42515,actual measurement,germinule,1.154,,-4,,BIOLFLOR database,1.154,1.165,1.145,,,Air dried weight,,3
